,time,x,y,z,altitude,inclination
0,847500,6942.655665,0.0,0.0,575.0050377851576,45.00000000000001
0,847200,6942.655665,0.0,0.0,575.0051463422051,45.0
0,846900,6942.655665,0.0,0.0,575.0052643285762,45.00000000000001
0,846600,6942.655665,0.0,0.0,575.005387172605,45.00000000000001
0,846300,6942.655665,0.0,0.0,575.0054918995193,45.00000000000001
0,846000,6942.655665,0.0,0.0,575.0056046656791,45.0
0,845700,6942.655665,0.0,0.0,575.0057175824904,45.00000000000001
0,845400,6942.655665,0.0,0.0,575.0058358117803,45.00000000000001
0,845100,6942.655665,0.0,0.0,575.0059445920651,45.0
0,844800,6942.655665,0.0,0.0,575.0060620512595,45.0
0,844500,6942.655665,0.0,0.0,575.0061758496668,45.00000000000001
0,844200,6942.655665,0.0,0.0,575.006299029802,45.0
0,843900,6942.655665,0.0,0.0,575.0064150858607,45.00000000000001
0,843600,6942.655665,0.0,0.0,575.0065264789882,45.0
0,843300,6942.655665,0.0,0.0,575.006648553438,45.0
0,843000,6942.655665,0.0,0.0,575.0067733052174,45.0
0,842700,6942.655665,0.0,0.0,574.9999812505621,45.00000000000001
0,842400,6942.655665,0.0,0.0,575.0000989728769,45.0
0,842100,6942.655665,0.0,0.0,575.0002125729043,45.0
0,841800,6942.655665,0.0,0.0,575.0003176924929,45.00000000000001
0,841500,6942.655665,0.0,0.0,575.0004252825511,45.00000000000001
0,841200,6942.655665,0.0,0.0,575.0005458762889,45.0
0,840900,6942.655665,0.0,0.0,575.0006686916968,45.0
0,840600,6942.655665,0.0,0.0,575.0007835500037,45.00000000000001
0,840300,6942.655665,0.0,0.0,575.0008887703043,45.00000000000001
0,840000,6942.655665,0.0,0.0,575.0010052956159,45.0
0,839700,6942.655665,0.0,0.0,575.0011111196409,45.00000000000001
0,839400,6942.655665,0.0,0.0,575.0012167497198,45.00000000000001
0,839100,6942.655665,0.0,0.0,575.001325048127,45.0
0,838800,6942.655665,0.0,0.0,575.0014418761266,45.0
0,838500,6942.655665,0.0,0.0,575.0015631960905,45.0
0,838200,6942.655665,0.0,0.0,575.0016748432708,45.00000000000001
0,837900,6942.655665,0.0,0.0,575.0017835019326,45.00000000000001
0,837600,6942.655665,0.0,0.0,575.0019052991365,45.00000000000001
0,837300,6942.655665,0.0,0.0,575.0020260430501,45.0
0,837000,6942.655665,0.0,0.0,575.0021391254295,45.00000000000001
0,836700,6942.655665,0.0,0.0,575.0022628386223,45.00000000000001
0,836400,6942.655665,0.0,0.0,575.0023874034077,45.0
0,836100,6942.655665,0.0,0.0,575.0025017045755,45.0
0,835800,6942.655665,0.0,0.0,575.0026278160713,45.00000000000001
0,835500,6942.655665,0.0,0.0,575.0027510349646,45.0
0,835200,6942.655665,0.0,0.0,575.0028607482818,45.00000000000001
0,834900,6942.655665,0.0,0.0,575.0029735966609,45.00000000000001
0,834600,6942.655665,0.0,0.0,575.0030995747393,45.00000000000001
0,834300,6942.655665,0.0,0.0,575.0032217493608,45.0
0,834000,6942.655665,0.0,0.0,575.0033366374519,45.0
0,833700,6942.655665,0.0,0.0,575.0034424599498,45.00000000000001
0,833400,6942.655665,0.0,0.0,575.0035641811019,45.0
0,833100,6942.655665,0.0,0.0,575.0036777391733,45.00000000000001
0,832800,6942.655665,0.0,0.0,575.0037959324527,45.0
0,832500,6942.655665,0.0,0.0,575.0039146799572,45.00000000000001
0,832200,6942.655665,0.0,0.0,575.0040348788361,45.0
0,831900,6942.655665,0.0,0.0,575.0041544465148,45.0
0,831600,6942.655665,0.0,0.0,575.0042601084715,45.00000000000001
0,831300,6942.655665,0.0,0.0,575.0043752399051,45.0
0,831000,6942.655665,0.0,0.0,575.0045007934796,45.00000000000001
0,830700,6942.655665,0.0,0.0,575.0046184389466,45.0
0,830400,6942.655665,0.0,0.0,575.0047331857677,45.00000000000001
0,830100,6942.655665,0.0,0.0,575.0048396820066,45.0
0,829800,6942.655665,0.0,0.0,575.0049653177903,45.00000000000001
0,829500,6942.655665,0.0,0.0,575.0050909816246,45.00000000000001
0,829200,6942.655665,0.0,0.0,575.0052091540665,45.0
0,828900,6942.655665,0.0,0.0,575.0053331849949,45.0
0,828600,6942.655665,0.0,0.0,575.0054383224588,45.00000000000001
0,828300,6942.655665,0.0,0.0,575.0055609926349,45.0
0,828000,6942.655665,0.0,0.0,575.0056744623307,45.0
0,827700,6942.655665,0.0,0.0,575.0057855599935,45.0
0,827400,6942.655665,0.0,0.0,575.0059064919524,45.0
0,827100,6942.655665,0.0,0.0,575.0060206800081,45.0
0,826800,6942.655665,0.0,0.0,575.0061279022793,45.00000000000001
0,826500,6942.655665,0.0,0.0,575.006246424984,45.0
0,826200,6942.655665,0.0,0.0,575.0063587608911,45.0
0,825900,6942.655665,0.0,0.0,575.00647418073,45.0
0,825600,6942.655665,0.0,0.0,575.0065789218261,45.00000000000001
0,825300,6942.655665,0.0,0.0,575.006695932816,45.0
0,825000,6942.655665,0.0,0.0,574.9999189851978,45.00000000000001
0,824700,6942.655665,0.0,0.0,575.0000272864745,45.00000000000001
0,824400,6942.655665,0.0,0.0,575.0001437827532,45.00000000000001
0,824100,6942.655665,0.0,0.0,575.0002661503386,45.00000000000001
0,823800,6942.655665,0.0,0.0,575.0003781086152,45.0
0,823500,6942.655665,0.0,0.0,575.0004980076428,45.0
0,823200,6942.655665,0.0,0.0,575.0006086164531,45.00000000000001
0,822900,6942.655665,0.0,0.0,575.0007346921684,45.00000000000001
0,822600,6942.655665,0.0,0.0,575.000840161566,45.00000000000001
0,822300,6942.655665,0.0,0.0,575.0009664442769,45.00000000000001
0,822000,6942.655665,0.0,0.0,575.0010862987319,45.0
0,821700,6942.655665,0.0,0.0,575.0011926932957,45.00000000000001
0,821400,6942.655665,0.0,0.0,575.0013150754721,45.0
0,821100,6942.655665,0.0,0.0,575.0014223986591,45.00000000000001
0,820800,6942.655665,0.0,0.0,575.0015292961352,45.00000000000001
0,820500,6942.655665,0.0,0.0,575.001654605061,45.0
0,820200,6942.655665,0.0,0.0,575.0017714170726,45.00000000000001
0,819900,6942.655665,0.0,0.0,575.0018965242953,45.0
0,819600,6942.655665,0.0,0.0,575.0020035814941,45.00000000000001
0,819300,6942.655665,0.0,0.0,575.0021081049636,45.0
0,819000,6942.655665,0.0,0.0,575.0022240683647,45.0
0,818700,6942.655665,0.0,0.0,575.0023426047528,45.00000000000001
0,818400,6942.655665,0.0,0.0,575.0024553719186,45.0
0,818100,6942.655665,0.0,0.0,575.0025739757457,45.00000000000001
0,817800,6942.655665,0.0,0.0,575.0026816804266,45.0
0,817500,6942.655665,0.0,0.0,575.0027886389789,45.0
0,817200,6942.655665,0.0,0.0,575.0029053869857,45.0
0,816900,6942.655665,0.0,0.0,575.0030241335016,45.00000000000001
0,816600,6942.655665,0.0,0.0,575.0031466727305,45.0
0,816300,6942.655665,0.0,0.0,575.0032637361674,45.0
0,816000,6942.655665,0.0,0.0,575.0033848208059,45.0
0,815700,6942.655665,0.0,0.0,575.003509875969,45.0
0,815400,6942.655665,0.0,0.0,575.0036304146133,45.0
0,815100,6942.655665,0.0,0.0,575.0037527584363,45.00000000000001
0,814800,6942.655665,0.0,0.0,575.003879319006,45.0
0,814500,6942.655665,0.0,0.0,575.0039960613522,45.00000000000001
0,814200,6942.655665,0.0,0.0,575.0041229863855,45.0
0,813900,6942.655665,0.0,0.0,575.004245428845,45.0
0,813600,6942.655665,0.0,0.0,575.0043639656533,45.00000000000001
0,813300,6942.655665,0.0,0.0,575.0044795094682,45.00000000000001
0,813000,6942.655665,0.0,0.0,575.0045941550352,45.0
0,812700,6942.655665,0.0,0.0,575.0047183078213,45.0
0,812400,6942.655665,0.0,0.0,575.0048317483906,45.0
0,812100,6942.655665,0.0,0.0,575.0049548298875,45.0
0,811800,6942.655665,0.0,0.0,575.005079051205,45.00000000000001
0,811500,6942.655665,0.0,0.0,575.0051838982899,45.0
0,811200,6942.655665,0.0,0.0,575.0052958522656,45.0
0,810900,6942.655665,0.0,0.0,575.0054151886616,45.0
0,810600,6942.655665,0.0,0.0,575.0055391564047,45.0
0,810300,6942.655665,0.0,0.0,575.0056635563942,45.0
0,810000,6942.655665,0.0,0.0,575.0057689593441,45.00000000000001
0,809700,6942.655665,0.0,0.0,575.0058910422313,45.00000000000001
0,809400,6942.655665,0.0,0.0,575.0060094070623,45.00000000000001
0,809100,6942.655665,0.0,0.0,575.0061176571944,45.00000000000001
0,808800,6942.655665,0.0,0.0,575.0062428461579,45.0
0,808500,6942.655665,0.0,0.0,575.0063505905373,45.0
0,808200,6942.655665,0.0,0.0,575.0064599342268,45.0
0,807900,6942.655665,0.0,0.0,575.0065639690292,45.00000000000001
0,807600,6942.655665,0.0,0.0,575.0066767327608,45.0
0,807300,6942.655665,0.0,0.0,574.9999044002489,45.00000000000001
0,807000,6942.655665,0.0,0.0,575.0000307399969,45.00000000000001
0,806700,6942.655665,0.0,0.0,575.0001399939965,45.0
0,806400,6942.655665,0.0,0.0,575.0002559738177,45.0
0,806100,6942.655665,0.0,0.0,575.0003725473998,45.0
0,805800,6942.655665,0.0,0.0,575.0004775807984,45.0
0,805500,6942.655665,0.0,0.0,575.0006015548652,45.00000000000001
0,805200,6942.655665,0.0,0.0,575.0007258184714,45.00000000000001
0,804900,6942.655665,0.0,0.0,575.0008517483911,45.0
0,804600,6942.655665,0.0,0.0,575.0009648105515,45.0
0,804300,6942.655665,0.0,0.0,575.0010737728144,45.00000000000001
0,804000,6942.655665,0.0,0.0,575.0011778146063,45.00000000000001
0,803700,6942.655665,0.0,0.0,575.0012850048633,45.0
0,803400,6942.655665,0.0,0.0,575.0013924456043,45.00000000000001
0,803100,6942.655665,0.0,0.0,575.0014981092063,45.0
0,802800,6942.655665,0.0,0.0,575.00160230436,45.0
0,802500,6942.655665,0.0,0.0,575.0017138788662,45.0
0,802200,6942.655665,0.0,0.0,575.001830993242,45.0
0,801900,6942.655665,0.0,0.0,575.0019576599261,45.0
0,801600,6942.655665,0.0,0.0,575.0020822181032,45.0
0,801300,6942.655665,0.0,0.0,575.0021980844849,45.0
0,801000,6942.655665,0.0,0.0,575.0023119856114,45.00000000000001
0,800700,6942.655665,0.0,0.0,575.0024385636034,45.0
0,800400,6942.655665,0.0,0.0,575.0025654679557,45.00000000000001
0,800100,6942.655665,0.0,0.0,575.0026923496143,45.0
0,799800,6942.655665,0.0,0.0,575.0027968009999,45.0
0,799500,6942.655665,0.0,0.0,575.0029030229707,45.0
0,799200,6942.655665,0.0,0.0,575.0030217473113,45.0
0,798900,6942.655665,0.0,0.0,575.0031364565466,45.0
0,798600,6942.655665,0.0,0.0,575.003254720189,45.0
0,798300,6942.655665,0.0,0.0,575.0033589342656,45.0
0,798000,6942.655665,0.0,0.0,575.0034683784797,45.0
0,797700,6942.655665,0.0,0.0,575.0035742020673,45.00000000000001
0,797400,6942.655665,0.0,0.0,575.0036997142988,45.0
0,797100,6942.655665,0.0,0.0,575.0038212743648,45.0
0,796800,6942.655665,0.0,0.0,575.0039310051534,45.0
0,796500,6942.655665,0.0,0.0,575.0040395382148,45.0
0,796200,6942.655665,0.0,0.0,575.0041624330224,45.00000000000001
0,795900,6942.655665,0.0,0.0,575.0042780313079,45.00000000000001
0,795600,6942.655665,0.0,0.0,575.0043861618087,45.0
0,795300,6942.655665,0.0,0.0,575.0044996827783,45.00000000000001
0,795000,6942.655665,0.0,0.0,575.0046109613359,45.0
0,794700,6942.655665,0.0,0.0,575.0047323224371,45.0
0,794400,6942.655665,0.0,0.0,575.004848454204,45.0
0,794100,6942.655665,0.0,0.0,575.0049611602753,45.00000000000001
0,793800,6942.655665,0.0,0.0,575.0050834576195,45.0
0,793500,6942.655665,0.0,0.0,575.0051982656541,45.0
0,793200,6942.655665,0.0,0.0,575.0053085989484,45.00000000000001
0,792900,6942.655665,0.0,0.0,575.0054316481746,45.0
0,792600,6942.655665,0.0,0.0,575.0055382491173,45.00000000000001
0,792300,6942.655665,0.0,0.0,575.0056439853597,45.00000000000001
0,792000,6942.655665,0.0,0.0,575.0057612209639,45.00000000000001
0,791700,6942.655665,0.0,0.0,575.0058867432772,45.00000000000001
0,791400,6942.655665,0.0,0.0,575.0059930879024,45.00000000000001
0,791100,6942.655665,0.0,0.0,575.006112426161,45.00000000000001
0,790800,6942.655665,0.0,0.0,575.0062313998178,45.0
0,790500,6942.655665,0.0,0.0,575.0063542061462,45.0
0,790200,6942.655665,0.0,0.0,575.0064721974813,45.00000000000001
0,789900,6942.655665,0.0,0.0,575.0065894396221,45.0
0,789600,6942.655665,0.0,0.0,575.0067030345845,45.0
0,789300,6942.655665,0.0,0.0,574.9999263143663,45.00000000000001
0,789000,6942.655665,0.0,0.0,575.0000325356068,45.0
0,788700,6942.655665,0.0,0.0,575.0001594882087,45.0
0,788400,6942.655665,0.0,0.0,575.0002638549959,45.00000000000001
0,788100,6942.655665,0.0,0.0,575.0003900289948,45.0
0,787800,6942.655665,0.0,0.0,575.000508499983,45.00000000000001
0,787500,6942.655665,0.0,0.0,575.0006342377246,45.0
0,787200,6942.655665,0.0,0.0,575.0007555606562,45.0
0,786900,6942.655665,0.0,0.0,575.0008806276337,45.00000000000001
0,786600,6942.655665,0.0,0.0,575.001002321248,45.00000000000001
0,786300,6942.655665,0.0,0.0,575.0011190771202,45.0
0,786000,6942.655665,0.0,0.0,575.001225793877,45.0
0,785700,6942.655665,0.0,0.0,575.0013368217315,45.0
0,785400,6942.655665,0.0,0.0,575.0014510246638,45.0
0,785100,6942.655665,0.0,0.0,575.0015640539013,45.0
0,784800,6942.655665,0.0,0.0,575.0016854236728,45.00000000000001
0,784500,6942.655665,0.0,0.0,575.0017941282231,45.00000000000001
0,784200,6942.655665,0.0,0.0,575.0019125059143,45.0
0,783900,6942.655665,0.0,0.0,575.0020167936691,45.00000000000001
0,783600,6942.655665,0.0,0.0,575.0021426938702,45.0
0,783300,6942.655665,0.0,0.0,575.0022478333576,45.00000000000001
0,783000,6942.655665,0.0,0.0,575.0023742292333,45.0
0,782700,6942.655665,0.0,0.0,575.0024810841114,45.00000000000001
0,782400,6942.655665,0.0,0.0,575.0025916897157,45.0
0,782100,6942.655665,0.0,0.0,575.0027137134284,45.00000000000001
0,781800,6942.655665,0.0,0.0,575.0028273347152,45.0
0,781500,6942.655665,0.0,0.0,575.002933907469,45.00000000000001
0,781200,6942.655665,0.0,0.0,575.0030383899002,45.0
0,780900,6942.655665,0.0,0.0,575.0031592560281,45.00000000000001
0,780600,6942.655665,0.0,0.0,575.003285637229,45.0
0,780300,6942.655665,0.0,0.0,575.0034111018958,45.0
0,780000,6942.655665,0.0,0.0,575.0035368218578,45.00000000000001
0,779700,6942.655665,0.0,0.0,575.0036437781791,45.0
0,779400,6942.655665,0.0,0.0,575.0037636857969,45.00000000000001
0,779100,6942.655665,0.0,0.0,575.0038860628501,45.0
0,778800,6942.655665,0.0,0.0,575.0040011768178,45.0
0,778500,6942.655665,0.0,0.0,575.0041154334613,45.00000000000001
0,778200,6942.655665,0.0,0.0,575.0042335661765,45.00000000000001
0,777900,6942.655665,0.0,0.0,575.0043513611727,45.00000000000001
0,777600,6942.655665,0.0,0.0,575.0044736772224,45.0
0,777300,6942.655665,0.0,0.0,575.0045810016245,45.0
0,777000,6942.655665,0.0,0.0,575.0046888566912,45.0
0,776700,6942.655665,0.0,0.0,575.0048038813238,45.0
0,776400,6942.655665,0.0,0.0,575.0049191902026,45.0
0,776100,6942.655665,0.0,0.0,575.0050275023377,45.0
0,775800,6942.655665,0.0,0.0,575.0051360026555,45.0
0,775500,6942.655665,0.0,0.0,575.0052606705667,45.0
0,775200,6942.655665,0.0,0.0,575.0053829769386,45.00000000000001
0,774900,6942.655665,0.0,0.0,575.0055023935993,45.00000000000001
0,774600,6942.655665,0.0,0.0,575.0056190933392,45.0
0,774300,6942.655665,0.0,0.0,575.0057244588324,45.0
0,774000,6942.655665,0.0,0.0,575.0058412671406,45.00000000000001
0,773700,6942.655665,0.0,0.0,575.0059481414946,45.0
0,773400,6942.655665,0.0,0.0,575.0060558173,45.00000000000001
0,773100,6942.655665,0.0,0.0,575.0061748095541,45.0
0,772800,6942.655665,0.0,0.0,575.0062873601146,45.0
0,772500,6942.655665,0.0,0.0,575.0063953948402,45.00000000000001
0,772200,6942.655665,0.0,0.0,575.0065056532931,45.0
0,771900,6942.655665,0.0,0.0,575.0066304202219,45.0
0,771600,6942.655665,0.0,0.0,575.0067428986085,45.00000000000001
0,771300,6942.655665,0.0,0.0,574.9999705490754,45.0
0,771000,6942.655665,0.0,0.0,575.0000852498788,45.0
0,770700,6942.655665,0.0,0.0,575.0001975488449,45.00000000000001
0,770400,6942.655665,0.0,0.0,575.0003021606317,45.0
0,770100,6942.655665,0.0,0.0,575.0004157145568,45.0
0,769800,6942.655665,0.0,0.0,575.0005347498554,45.00000000000001
0,769500,6942.655665,0.0,0.0,575.0006605787512,45.00000000000001
0,769200,6942.655665,0.0,0.0,575.0007662497001,45.0
0,768900,6942.655665,0.0,0.0,575.0008748495047,45.0
0,768600,6942.655665,0.0,0.0,575.0009822344273,45.0
0,768300,6942.655665,0.0,0.0,575.0010928942647,45.00000000000001
0,768000,6942.655665,0.0,0.0,575.0012060567733,45.00000000000001
0,767700,6942.655665,0.0,0.0,575.0013200745798,45.00000000000001
0,767400,6942.655665,0.0,0.0,575.0014466749244,45.00000000000001
0,767100,6942.655665,0.0,0.0,575.001558493982,45.0
0,766800,6942.655665,0.0,0.0,575.0016808397022,45.0
0,766500,6942.655665,0.0,0.0,575.0018057407533,45.00000000000001
0,766200,6942.655665,0.0,0.0,575.0019260856488,45.0
0,765900,6942.655665,0.0,0.0,575.0020404562747,45.00000000000001
0,765600,6942.655665,0.0,0.0,575.0021656670442,45.00000000000001
0,765300,6942.655665,0.0,0.0,575.0022833988141,45.0
0,765000,6942.655665,0.0,0.0,575.0023930709576,45.0
0,764700,6942.655665,0.0,0.0,575.0025150823349,45.0
0,764400,6942.655665,0.0,0.0,575.0026194266384,45.00000000000001
0,764100,6942.655665,0.0,0.0,575.0027426836932,45.00000000000001
0,763800,6942.655665,0.0,0.0,575.0028503333542,45.0
0,763500,6942.655665,0.0,0.0,575.0029769187795,45.0
0,763200,6942.655665,0.0,0.0,575.0030874767017,45.0
0,762900,6942.655665,0.0,0.0,575.0032142896325,45.0
0,762600,6942.655665,0.0,0.0,575.0033211383625,45.0
0,762300,6942.655665,0.0,0.0,575.003433476968,45.00000000000001
0,762000,6942.655665,0.0,0.0,575.0035456102596,45.0
0,761700,6942.655665,0.0,0.0,575.0036503221027,45.0
0,761400,6942.655665,0.0,0.0,575.0037584374713,45.0
0,761100,6942.655665,0.0,0.0,575.0038803764392,45.0
0,760800,6942.655665,0.0,0.0,575.0039947962705,45.0
0,760500,6942.655665,0.0,0.0,575.0041139469777,45.0
0,760200,6942.655665,0.0,0.0,575.0042226083942,45.0
0,759900,6942.655665,0.0,0.0,575.0043377684387,45.0
0,759600,6942.655665,0.0,0.0,575.0044434254205,45.0
0,759300,6942.655665,0.0,0.0,575.0045682368009,45.0
0,759000,6942.655665,0.0,0.0,575.0046743402445,45.00000000000001
0,758700,6942.655665,0.0,0.0,575.0047858329308,45.0
0,758400,6942.655665,0.0,0.0,575.0048923589557,45.00000000000001
0,758100,6942.655665,0.0,0.0,575.0050178787478,45.00000000000001
0,757800,6942.655665,0.0,0.0,575.0051402108556,45.00000000000001
0,757500,6942.655665,0.0,0.0,575.005256007018,45.00000000000001
0,757200,6942.655665,0.0,0.0,575.005372923325,45.00000000000001
0,756900,6942.655665,0.0,0.0,575.0054899299575,45.0
0,756600,6942.655665,0.0,0.0,575.0056006361319,45.00000000000001
0,756300,6942.655665,0.0,0.0,575.0057236161983,45.00000000000001
0,756000,6942.655665,0.0,0.0,575.0058417048367,45.00000000000001
0,755700,6942.655665,0.0,0.0,575.0059503240836,45.00000000000001
0,755400,6942.655665,0.0,0.0,575.0060713125031,45.00000000000001
0,755100,6942.655665,0.0,0.0,575.006195275515,45.00000000000001
0,754800,6942.655665,0.0,0.0,575.0063190475348,45.0
0,754500,6942.655665,0.0,0.0,575.0064287747355,45.00000000000001
0,754200,6942.655665,0.0,0.0,575.0065457707115,45.0
0,753900,6942.655665,0.0,0.0,575.0066598397971,45.00000000000001
0,753600,6942.655665,0.0,0.0,575.0067810593982,45.0
0,753300,6942.655665,0.0,0.0,574.9999900742796,45.0
0,753000,6942.655665,0.0,0.0,575.0001159580306,45.00000000000001
0,752700,6942.655665,0.0,0.0,575.0002318472461,45.0
0,752400,6942.655665,0.0,0.0,575.0003570345407,45.0
0,752100,6942.655665,0.0,0.0,575.000475022789,45.00000000000001
0,751800,6942.655665,0.0,0.0,575.000599999672,45.0
0,751500,6942.655665,0.0,0.0,575.0007198385647,45.0
0,751200,6942.655665,0.0,0.0,575.000824543029,45.00000000000001
0,750900,6942.655665,0.0,0.0,575.0009423778229,45.00000000000001
0,750600,6942.655665,0.0,0.0,575.0010670827105,45.00000000000001
0,750300,6942.655665,0.0,0.0,575.0011799157382,45.00000000000001
0,750000,6942.655665,0.0,0.0,575.0013024190093,45.0
0,749700,6942.655665,0.0,0.0,575.001410723271,45.00000000000001
0,749400,6942.655665,0.0,0.0,575.001524397635,45.00000000000001
0,749100,6942.655665,0.0,0.0,575.0016487874318,45.00000000000001
0,748800,6942.655665,0.0,0.0,575.0017741628108,45.0
0,748500,6942.655665,0.0,0.0,575.0018904490198,45.00000000000001
0,748200,6942.655665,0.0,0.0,575.0019997212521,45.0
0,747900,6942.655665,0.0,0.0,575.0021122805656,45.0
0,747600,6942.655665,0.0,0.0,575.0022299378043,45.00000000000001
0,747300,6942.655665,0.0,0.0,575.0023493717599,45.00000000000001
0,747000,6942.655665,0.0,0.0,575.0024588379483,45.0
0,746700,6942.655665,0.0,0.0,575.0025784610534,45.00000000000001
0,746400,6942.655665,0.0,0.0,575.0026845066268,45.00000000000001
0,746100,6942.655665,0.0,0.0,575.0028107266271,45.0
0,745800,6942.655665,0.0,0.0,575.0029209587956,45.0
0,745500,6942.655665,0.0,0.0,575.0030476118118,45.0
0,745200,6942.655665,0.0,0.0,575.0031517802308,45.00000000000001
0,744900,6942.655665,0.0,0.0,575.0032594904396,45.00000000000001
0,744600,6942.655665,0.0,0.0,575.0033800847004,45.00000000000001
0,744300,6942.655665,0.0,0.0,575.0034872736624,45.00000000000001
0,744000,6942.655665,0.0,0.0,575.0036089991008,45.0
0,743700,6942.655665,0.0,0.0,575.0037315244645,45.00000000000001
0,743400,6942.655665,0.0,0.0,575.0038503169344,45.00000000000001
0,743100,6942.655665,0.0,0.0,575.0039609245914,45.00000000000001
0,742800,6942.655665,0.0,0.0,575.0040706992422,45.00000000000001
0,742500,6942.655665,0.0,0.0,575.0041892902927,45.0
0,742200,6942.655665,0.0,0.0,575.0043061203278,45.0
0,741900,6942.655665,0.0,0.0,575.0044162745689,45.0
0,741600,6942.655665,0.0,0.0,575.0045354387585,45.0
0,741300,6942.655665,0.0,0.0,575.0046540054609,45.0
0,741000,6942.655665,0.0,0.0,575.0047676971735,45.0
0,740700,6942.655665,0.0,0.0,575.0048756523865,45.00000000000001
0,740400,6942.655665,0.0,0.0,575.0049991529149,45.00000000000001
0,740100,6942.655665,0.0,0.0,575.0051103522592,45.00000000000001
0,739800,6942.655665,0.0,0.0,575.0052241794538,45.00000000000001
0,739500,6942.655665,0.0,0.0,575.0053399038097,45.00000000000001
0,739200,6942.655665,0.0,0.0,575.0054532442882,45.00000000000001
0,738900,6942.655665,0.0,0.0,575.0055669146714,45.00000000000001
0,738600,6942.655665,0.0,0.0,575.0056845903355,45.0
0,738300,6942.655665,0.0,0.0,575.0057930840421,45.00000000000001
0,738000,6942.655665,0.0,0.0,575.0059032218305,45.00000000000001
0,737700,6942.655665,0.0,0.0,575.0060267272884,45.00000000000001
0,737400,6942.655665,0.0,0.0,575.0061442181841,45.0
0,737100,6942.655665,0.0,0.0,575.00626840724,45.0
0,736800,6942.655665,0.0,0.0,575.0063926627945,45.00000000000001
0,736500,6942.655665,0.0,0.0,575.0065164966381,45.0
0,736200,6942.655665,0.0,0.0,575.0066232961935,45.0
0,735900,6942.655665,0.0,0.0,575.006732940421,45.0
